%time,field.header.seq,field.header.stamp,field.header.frame_id,field.array.layout.data_offset,field.array.data0,field.array.data1,field.array.data2,field.array.data3,field.array.data4,field.array.data5,field.array.data6
1588857307563970524,0,1588857307563592915,,0,0.00699756663533,-0.0797928851191,-0.140033733299,-0.0619657377256,0.0495448455056,-0.211533428815,-0.031963757079
1588857307568633643,1,1588857307568539998,,0,0.00699721736096,-0.0797921698586,-0.140032425382,-0.0619655156976,0.0495450619139,-0.211531082634,-0.0319641404356
1588857307574664980,2,1588857307574599186,,0,0.00550979311488,-0.0791029935069,-0.141529069373,-0.0599305237583,0.0513230390051,-0.212205172241,-0.0304174455569
1588857307580714116,3,1588857307580645235,,0,0.00550989501469,-0.0791030858431,-0.141529027415,-0.0599301686642,0.0513213106397,-0.212193920127,-0.030419316824
1588857307587049028,4,1588857307586945221,,0,0.00575556706355,-0.0787603766361,-0.14251824935,-0.060153621146,0.0514529358562,-0.212785955541,-0.0304571613364
1588857307592750285,5,1588857307592671628,,0,0.00575540350174,-0.0787527623094,-0.14252010645,-0.0601555491417,0.0514572560734,-0.212798320447,-0.0304549674604
1588857307598390710,6,1588857307598317907,,0,0.0057554694806,-0.0787572446933,-0.142520294014,-0.0601552249202,0.0514518571568,-0.212787391997,-0.0304551740092
1588857307604513242,7,1588857307604437060,,0,0.00543224590828,-0.0786040984823,-0.140593294085,-0.0594916058114,0.0510207630123,-0.210816576475,-0.030192727841
1588857307610420387,8,1588857307610350698,,0,0.00668920303717,-0.0789239748716,-0.138317495682,-0.0609892008896,0.0491297895482,-0.209041741075,-0.0314282295819
1588857307616653550,9,1588857307616580651,,0,0.00729134954325,-0.0757170678613,-0.138987361593,-0.0601930405384,0.0486694198318,-0.206470012945,-0.030664061555
1588857307622516105,10,1588857307622423672,,0,0.00728927814643,-0.0757128882556,-0.138985203953,-0.0601990493383,0.0486700650398,-0.206467462345,-0.0306653349727
1588857307628529137,11,1588857307628468176,,0,0.00561111601547,-0.07428467142,-0.138050288642,-0.0573325484332,0.0496967465458,-0.204168117454,-0.028753889714
1588857307634531349,12,1588857307634461276,,0,0.00384553295813,-0.0779605705481,-0.132259376831,-0.056493426103,0.049425023078,-0.202759352399,-0.0289117691696
1588857307640637641,13,1588857307640560666,,0,0.00384931713207,-0.0778922806702,-0.132190547477,-0.0565060162444,0.0494576596179,-0.20285402566,-0.0289031568339
1588857307646663347,14,1588857307646581121,,0,0.00369578791504,-0.0757594652107,-0.138880351494,-0.0560049527974,0.0519572772711,-0.207152458508,-0.0277930617725
1588857307652368693,15,1588857307652277105,,0,0.00367631631378,-0.0755219556475,-0.13876496316,-0.0560124640559,0.0520120078518,-0.207017255891,-0.0277960235071
1588857307658465612,16,1588857307658329170,,0,0.00476719287999,-0.0740074141672,-0.143406348538,-0.0571643207966,0.0526511876967,-0.209524748125,-0.0281188568761
1588857307664656552,17,1588857307664557962,,0,0.00519695167149,-0.0746342554231,-0.146719641586,-0.0582896175984,0.0535933343678,-0.213110390669,-0.0287121689944
1588857307670915929,18,1588857307670813787,,0,0.00665043649645,-0.076248042137,-0.146710883656,-0.0609010786171,0.0524157577736,-0.214615493805,-0.0305818164353
1588857307676652431,19,1588857307676567212,,0,0.00710720833187,-0.0800200285155,-0.144518092232,-0.0631519209715,0.0513161176825,-0.216082914194,-0.032476777366
1588857307682533884,20,1588857307682464371,,0,0.00718200171256,-0.0796286980312,-0.144278150157,-0.0629136435733,0.0510859706484,-0.215357141598,-0.0323402510686
