%time,field.data
1589274713358941938,-0.2
1589274713359055535,-0.199999995625
1589274713365788057,-0.199999965117
1589274713372469447,-0.199999882664
1589274713379165159,-0.1999997228
1589274713385768386,-0.199999460407
1589274713392488387,-0.199999070714
1589274713399202457,-0.199998529288
1589274713405813704,-0.199997812044
1589274713412501942,-0.199996895232
1589274713419203155,-0.199995755444
1589274713425866307,-0.199994369607
1589274713432454253,-0.199992714986
1589274713439100219,-0.199990769177
1589274713445811522,-0.199988510112
1589274713452485704,-0.199985916049
1589274713459095370,-0.199982965581
1589274713465806283,-0.199979637625
1589274713472454694,-0.199975911424
1589274713479141300,-0.199971766548
1589274713485869456,-0.199967182889
1589274713492486035,-0.199962140659
1589274713499140970,-0.199956620393
1589274713505786057,-0.199950602942
1589274713512473680,-0.199944069474
1589274713519126386,-0.199937001473
1589274713525824330,-0.199929380737
1589274713532372197,-0.199921189376
1589274713539145064,-0.199912409809
1589274713545748374,-0.199903024766
1589274713552438234,-0.199893017284
1589274713559101196,-0.199882370705
1589274713565789236,-0.199871068676
1589274713572533966,-0.199859095147
1589274713579199807,-0.19984643437
1589274713585765539,-0.199833070894
1589274713592422195,-0.199818989568
1589274713599074385,-0.199804175538
1589274713605763639,-0.199788614244
1589274713612441493,-0.19977229142
1589274713619081636,-0.19975519309
1589274713625784218,-0.199737305572
1589274713632457574,-0.19971861547
1589274713639091289,-0.199699109675
1589274713645731430,-0.199678775364
1589274713652385926,-0.1996576
1589274713659055148,-0.199635571326
1589274713665814392,-0.199612677367
1589274713672505286,-0.199588906426
1589274713679129429,-0.199564247088
1589274713685775601,-0.199538688208
1589274713692442966,-0.199512218921
1589274713699171611,-0.199484828633
1589274713705778472,-0.19945650702
1589274713712412935,-0.199427244032
1589274713719165967,-0.199397029884
1589274713725829221,-0.199365855058
1589274713732460268,-0.199333710304
1589274713739102752,-0.199300586634
1589274713745758716,-0.199266475321
1589274713752427819,-0.199231367901
1589274713759153677,-0.199195256168
1589274713765801818,-0.199158132173
1589274713772446556,-0.199119988224
1589274713779136137,-0.199080816883
1589274713785774557,-0.199040610964
1589274713792468067,-0.198999363533
1589274713799093236,-0.198957067907
1589274713805747436,-0.198913717649
1589274713812408564,-0.19886930657
1589274713819126277,-0.198823828725
1589274713825843262,-0.198777278414
1589274713832461419,-0.198729650176
1589274713839092444,-0.198680938794
1589274713845788439,-0.198631139287
1589274713852488400,-0.198580246914
1589274713859158209,-0.198528257166
1589274713865726047,-0.198475165771
1589274713872437140,-0.198420968688
1589274713879068704,-0.198365662109
1589274713885755567,-0.198309242453
1589274713892407596,-0.198251706368
1589274713899105720,-0.198193050729
1589274713905810228,-0.198133272633
1589274713912431022,-0.198072369405
1589274713919076757,-0.198010338587
1589274713925718929,-0.197947177943
1589274713932514788,-0.197882885455
1589274713939150041,-0.197817459323
1589274713945775835,-0.197750897962
1589274713952524063,-0.1976832
1589274713959134877,-0.197614364278
1589274713965804042,-0.197544389846
1589274713972455163,-0.197473275967
1589274713979171533,-0.197401022108
1589274713985790118,-0.197327627943
1589274713992444045,-0.197253093351
1589274713999115317,-0.197177418413
1589274714005824802,-0.197100603412
1589274714012464061,-0.197022648832
1589274714019132250,-0.196943555352
1589274714025909948,-0.196863323851
1589274714032453512,-0.196781955401
1589274714039097905,-0.196699451267
1589274714045855846,-0.19661581291
1589274714052436827,-0.196531041975
1589274714059118440,-0.196445140302
1589274714065770925,-0.196358109915
1589274714072472517,-0.196269953024
1589274714079113050,-0.196180672024
1589274714085817932,-0.196090269491
1589274714092454154,-0.195998748185
1589274714099123097,-0.195906111043
1589274714105765217,-0.19581236118
1589274714112411817,-0.195717501889
1589274714119101372,-0.195621536636
1589274714125725660,-0.195524469061
1589274714132436290,-0.195426302976
1589274714139065796,-0.195327042363
1589274714145756971,-0.195226691372
1589274714152407874,-0.195125254321
1589274714159071888,-0.195022735692
1589274714165753868,-0.194919140133
1589274714172398088,-0.194814472451
1589274714179084762,-0.194708737618
1589274714185772488,-0.194601940761
1589274714192422653,-0.194494087168
1589274714199106775,-0.194385182281
1589274714205790957,-0.194275231698
1589274714212469514,-0.194164241168
1589274714219157153,-0.194052216593
1589274714225774791,-0.193939164025
1589274714232443735,-0.193825089662
1589274714239173275,-0.193709999853
1589274714245808794,-0.193593901087
1589274714252496017,-0.1934768
1589274714259089818,-0.193358703369
1589274714265773328,-0.193239618112
1589274714272510816,-0.193119551286
1589274714279191166,-0.192998510083
1589274714285758016,-0.192876501834
1589274714292502072,-0.192753534003
1589274714299208496,-0.192629614185
1589274714305776071,-0.192504750109
1589274714312471257,-0.192378949632
1589274714319151466,-0.192252220739
1589274714325810182,-0.192124571541
1589274714332486148,-0.191996010275
1589274714339164365,-0.1918665453
1589274714345792890,-0.191736185099
1589274714352690852,-0.191604938272
1589274714359128136,-0.191472813539
1589274714365828523,-0.191339819739
1589274714372413773,-0.191205965824
1589274714379097807,-0.19107126086
1589274714385853307,-0.190935714027
1589274714392421303,-0.190799334615
1589274714399146973,-0.190662132022
1589274714405789927,-0.190524115756
1589274714412474750,-0.19038529543
1589274714419140051,-0.19024568076
1589274714425822200,-0.190105281568
1589274714432442040,-0.189964107776
1589274714439109579,-0.189822169405
1589274714445843944,-0.189679476576
1589274714452480864,-0.189536039506
1589274714459099281,-0.189391868507
1589274714465796358,-0.189246973984
1589274714472472387,-0.189101366436
1589274714479136808,-0.188955056451
1589274714485817024,-0.188808054707
1589274714492475742,-0.188660371968
1589274714499117744,-0.188512019085
1589274714505869623,-0.188363006992
1589274714512492729,-0.188213346709
1589274714519089546,-0.188063049332
1589274714525811369,-0.187912126041
1589274714532603403,-0.187760588092
1589274714539194509,-0.187608446818
1589274714545811930,-0.187455713627
1589274714552448997,-0.1873024
1589274714559129355,-0.18714851749
1589274714565787180,-0.18699407772
1589274714572444013,-0.186839092382
1589274714579165598,-0.186683573235
1589274714585884412,-0.186527532104
1589274714592451834,-0.186370980877
1589274714599206649,-0.186213931504
1589274714605828357,-0.186056395999
1589274714612439252,-0.185898386432
1589274714619171168,-0.185739914932
1589274714625826837,-0.185580993683
1589274714632538761,-0.185421634927
1589274714639103810,-0.185261850954
1589274714645783410,-0.185101654111
1589274714652489526,-0.18494105679
1589274714659128305,-0.184780071435
1589274714665824662,-0.184618710535
1589274714672572805,-0.184456986624
1589274714679193907,-0.184294912281
1589274714685882231,-0.184132500127
1589274714692489373,-0.183969762822
1589274714699135210,-0.183806713067
1589274714705826649,-0.1836433636
1589274714712461975,-0.183479727192
1589274714719152802,-0.183315816654
1589274714725839299,-0.183151644825
1589274714732427582,-0.182987224576
1589274714739136312,-0.18282256881
1589274714745810455,-0.182657690455
1589274714752476601,-0.182492602469
1589274714759135261,-0.182327317832
1589274714765821316,-0.182161849548
1589274714772485280,-0.181996210644
1589274714779107094,-0.181830414166
1589274714785808416,-0.18166447318
1589274714792482820,-0.181498400768
1589274714799134796,-0.181332210028
1589274714805758612,-0.181165914073
1589274714812456037,-0.180999526027
1589274714819090155,-0.180833059026
1589274714825714988,-0.180666526214
1589274714832442963,-0.180499940744
1589274714839147273,-0.180333315775
1589274714845767413,-0.180166664472
1589274714852923189,-0.18
1589274714859103579,-0.179833335528
1589274714865766100,-0.179666684225
1589274714872490152,-0.179500059256
1589274714879125806,-0.179333473786
1589274714885886601,-0.179166940974
1589274714892549576,-0.179000473973
1589274714899136589,-0.178834085927
1589274714905803687,-0.178667789972
1589274714912384354,-0.178501599232
1589274714919078038,-0.17833552682
1589274714925891672,-0.178169585834
1589274714932418610,-0.178003789356
1589274714939090453,-0.177838150452
1589274714945834494,-0.177672682168
1589274714952455559,-0.177507397531
1589274714959114901,-0.177342309545
1589274714965812777,-0.17717743119
1589274714972454254,-0.177012775424
1589274714979130771,-0.176848355175
1589274714985807285,-0.176684183346
1589274714992479997,-0.176520272808
1589274714999160408,-0.1763566364
1589274715005800730,-0.176193286933
1589274715012492847,-0.176030237178
1589274715019157665,-0.175867499873
1589274715025780171,-0.175705087719
1589274715032441823,-0.175543013376
1589274715039147516,-0.175381289465
1589274715045750769,-0.175219928565
1589274715052473263,-0.17505894321
1589274715059101321,-0.174898345889
1589274715065827109,-0.174738149046
1589274715072400371,-0.174578365073
1589274715079124113,-0.174419006317
1589274715085854858,-0.174260085068
1589274715092555199,-0.174101613568
1589274715099105875,-0.173943604001
1589274715105758310,-0.173786068496
1589274715112431238,-0.173629019123
1589274715119088379,-0.173472467896
1589274715125741845,-0.173316426765
1589274715132398937,-0.173160907618
1589274715139086701,-0.17300592228
1589274715145862856,-0.17285148251
1589274715152499149,-0.1726976
1589274715159082056,-0.172544286373
1589274715165866222,-0.172391553182
1589274715172572947,-0.172239411908
1589274715179217959,-0.172087873959
1589274715185798882,-0.171936950668
1589274715192457830,-0.171786653291
1589274715199151448,-0.171636993008
1589274715205780343,-0.171487980915
1589274715212446842,-0.171339628032
1589274715219129160,-0.171191945293
1589274715225803377,-0.171044943549
1589274715232512315,-0.170898633564
1589274715239193631,-0.170753026016
1589274715245829264,-0.170608131493
1589274715252467692,-0.170463960494
1589274715259148667,-0.170320523424
