%time,field.data
1589275809745134149,-0.2
1589275809745241025,-0.199999998153
1589275809751967891,-0.199999985259
1589275809758688983,-0.199999950374
1589275809765281505,-0.199999882664
1589275809772020018,-0.199999771402
1589275809778694722,-0.199999605976
1589275809785344757,-0.199999375879
1589275809792010828,-0.199999070714
1589275809798637219,-0.199998680193
1589275809805283670,-0.199998194136
1589275809811996364,-0.199997602471
1589275809818633640,-0.199996895232
1589275809825289766,-0.199996062562
1589275809831941242,-0.19999509471
1589275809838584972,-0.199993982031
1589275809845343661,-0.199992714986
1589275809851955745,-0.199991284141
1589275809858615355,-0.199989680168
1589275809865319752,-0.199987893844
1589275809871990803,-0.199985916049
1589275809878631965,-0.19998373777
1589275809885312885,-0.199981350094
1589275809891965450,-0.199978744213
1589275809898642942,-0.199975911424
1589275809905368485,-0.199972843123
1589275809912021001,-0.199969530811
1589275809918661544,-0.199965966088
1589275809925374891,-0.199962140659
1589275809932008541,-0.199958046328
1589275809938701731,-0.199953675
1589275809945347580,-0.19994901868
1589275809952001187,-0.199944069474
1589275809958673039,-0.199938819587
1589275809965388165,-0.199933261323
1589275809971995181,-0.199927387085
1589275809978696530,-0.199921189376
1589275809985271290,-0.199914660795
1589275809991920612,-0.19990779404
1589275809998653720,-0.199900581905
1589275810005281855,-0.199893017284
1589275810011930378,-0.199885093165
1589275810018606008,-0.199876802632
1589275810025262198,-0.199868138867
1589275810031945002,-0.199859095147
1589275810038591539,-0.199849664844
1589275810045296495,-0.199839841423
1589275810051919049,-0.199829618446
1589275810058607303,-0.199818989568
1589275810065298029,-0.199807948538
1589275810071912967,-0.199796489198
1589275810078568785,-0.199784605482
1589275810085401838,-0.19977229142
1589275810091982931,-0.19975954113
1589275810098580533,-0.199746348824
1589275810105304898,-0.199732708806
1589275810111923893,-0.19971861547
1589275810118613067,-0.199704063301
1589275810125313935,-0.199689046874
1589275810131934533,-0.199673560856
1589275810138647198,-0.1996576
1589275810145366995,-0.199641159152
1589275810151905106,-0.199624233244
1589275810158581146,-0.199606817299
1589275810165245217,-0.199588906426
1589275810171995608,-0.199570495824
1589275810178635612,-0.199551580776
1589275810185259666,-0.199532156656
1589275810191994325,-0.199512218921
1589275810198697237,-0.199491763118
1589275810205280984,-0.199470784877
1589275810212054338,-0.199449279914
1589275810218604628,-0.199427244032
1589275810225299542,-0.199404673117
1589275810232030597,-0.19938156314
1589275810238639858,-0.199357910156
1589275810245377509,-0.199333710304
1589275810251903780,-0.199308959807
1589275810258637362,-0.199283654968
1589275810265349745,-0.199257792176
1589275810271979430,-0.199231367901
1589275810278671067,-0.199204378695
1589275810285342004,-0.19917682119
1589275810292050019,-0.199148692101
1589275810298657677,-0.199119988224
1589275810305403765,-0.199090706433
1589275810312035812,-0.199060843685
1589275810318633798,-0.199030397013
1589275810325292397,-0.198999363533
1589275810331882513,-0.198967740438
1589275810338657629,-0.198935525
1589275810345322001,-0.198902714568
1589275810352029663,-0.19886930657
1589275810358636496,-0.198835298512
1589275810365349488,-0.198800687975
1589275810371925278,-0.198765472618
1589275810378671394,-0.198729650176
1589275810385334316,-0.198693218461
1589275810392000509,-0.198656175358
1589275810398614081,-0.19861851883
1589275810405322496,-0.198580246914
1589275810412039250,-0.198541357719
1589275810418618528,-0.198501849432
1589275810425307110,-0.198461720311
1589275810431975509,-0.198420968688
1589275810438661717,-0.198379592969
1589275810445319803,-0.19833759163
1589275810452017345,-0.198294963223
1589275810458638834,-0.198251706368
1589275810465314780,-0.198207819759
1589275810471966295,-0.19816330216
1589275810478641450,-0.198118152407
1589275810485316889,-0.198072369405
1589275810491993522,-0.198025952129
1589275810498645905,-0.197978899624
1589275810505339141,-0.197931211005
1589275810511991758,-0.197882885455
1589275810518627906,-0.197833922226
1589275810525383273,-0.197784320637
1589275810532016863,-0.197734080077
1589275810538730228,-0.1976832
1589275810545322140,-0.197631679929
1589275810551954296,-0.197579519452
1589275810558654685,-0.197526718224
1589275810565381339,-0.197473275967
1589275810572010311,-0.197419192467
1589275810578576034,-0.197364467576
1589275810585246730,-0.19730910121
1589275810592031900,-0.197253093351
1589275810598649045,-0.197196444043
1589275810605390069,-0.197139153395
1589275810611951114,-0.19708122158
1589275810618638575,-0.197022648832
1589275810625281971,-0.196963435449
1589275810631953005,-0.196903581792
1589275810638634215,-0.196843088281
1589275810645300513,-0.196781955401
1589275810651959609,-0.196720183695
1589275810658672212,-0.196657773768
1589275810665291682,-0.196594726286
1589275810671974185,-0.196531041975
1589275810678673115,-0.19646672162
1589275810685330568,-0.196401766064
1589275810692060085,-0.196336176212
1589275810698721861,-0.196269953024
1589275810705310909,-0.196203097521
1589275810711983043,-0.196135610781
1589275810718682158,-0.196067493938
1589275810725299777,-0.195998748185
1589275810731928418,-0.195929374771
1589275810738730917,-0.195859375
1589275810745268309,-0.195788750234
1589275810751948310,-0.195717501889
1589275810758582657,-0.195645631437
1589275810765238186,-0.195573140404
1589275810771956090,-0.195500030372
1589275810778593082,-0.195426302976
1589275810785369674,-0.195351959904
1589275810791993487,-0.195277002899
1589275810798659951,-0.195201433755
1589275810805379964,-0.195125254321
1589275810811947524,-0.195048466496
1589275810818686389,-0.194971072232
1589275810825267109,-0.194893073532
1589275810832030281,-0.194814472451
1589275810838627756,-0.194735271094
1589275810845302704,-0.194655471616
1589275810851942351,-0.194575076222
1589275810858650408,-0.194494087168
1589275810865317726,-0.194412506758
1589275810871989401,-0.194330337346
1589275810878649138,-0.194247581332
1589275810885364131,-0.194164241168
1589275810892075689,-0.19408031935
1589275810898626264,-0.193995818424
1589275810905319482,-0.193910740982
1589275810912036295,-0.193825089662
1589275810918632048,-0.193738867151
1589275810925355693,-0.193652076178
1589275810931970901,-0.19356471952
1589275810938656285,-0.1934768
1589275810945382531,-0.193388320483
1589275810951994317,-0.193299283881
1589275810958685516,-0.193209693149
1589275810965341945,-0.193119551286
1589275810972093877,-0.193028861333
1589275810978649090,-0.192937626376
1589275810985336759,-0.192845849543
1589275810992010911,-0.192753534003
1589275810998682296,-0.192660682968
1589275811005329741,-0.192567299691
1589275811012007231,-0.192473387468
1589275811018715600,-0.192378949632
1589275811025355257,-0.19228398956
1589275811032048018,-0.192188510666
1589275811038751714,-0.192092516406
1589275811045334707,-0.191996010275
1589275811052049795,-0.191898995805
1589275811058648369,-0.191801476568
1589275811065396304,-0.191703456174
1589275811072086998,-0.191604938272
1589275811078701840,-0.191505926545
1589275811085331780,-0.191406424716
1589275811091978143,-0.191306436544
1589275811098702242,-0.191205965824
1589275811105392805,-0.191105016387
1589275811112032874,-0.191003592099
1589275811118631423,-0.190901696863
1589275811125396492,-0.190799334615
1589275811132052438,-0.190696509325
1589275811138726889,-0.190593225
1589275811145289207,-0.190489485677
1589275811151939274,-0.19038529543
1589275811158617421,-0.190280658362
1589275811165273272,-0.190175578612
