%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
1588857964060513364,617,1588857964060407672,,-0.0743667695509,-0.121902656173,0.533364749389,0.107179780757,0.00471082545455,0.00405902843361
1588857964063459442,618,1588857964063373632,,-0.0528075670534,-0.12190757772,0.533568759233,0.112708052852,0.00534466980094,0.00261106070194
1588857964066538932,619,1588857964066424561,,-0.0539228264761,-0.245777884258,0.559708289811,0.116211935427,0.0047236742729,0.00267388862097
1588857964072749420,620,1588857964072614701,,-0.0533517475651,-0.122316917896,0.556763797682,0.118056595472,0.00472660453231,0.00185723482389
1588857964075950756,621,1588857964075835294,,-0.0539061668928,-0.122702157189,0.580066909657,0.127066255448,0.00473450964116,0.0020182505322
1588857964078566631,622,1588857964078461539,,-0.0538997289618,-0.122701558981,0.580067634443,0.12706628324,0.00473437857729,0.00201680773051
1588857964084566557,623,1588857964084451505,,-0.0336760279036,-0.247590057028,0.629259520368,0.130456377609,0.00473651888091,0.00135997075822
1588857964087721757,624,1588857964087610303,,-0.0341449180436,-0.248130887899,0.652348242113,0.134900234431,0.0047390967087,0.000582144007536
1588857964090637554,625,1588857964090511111,,-0.0345866741002,-0.373936465363,0.655571699263,0.135826689185,0.00473967359885,-0.000269582505998
1588857964096672505,626,1588857964096513796,,-0.0784708539245,-0.248611944723,0.674936896194,0.139317563803,0.00410550161423,0.00123221213219
1588857964099647659,627,1588857964099541503,,-0.0784708780938,-0.248610211208,0.674937531919,0.1429607605,0.00410427177061,0.00216489523175
1588857964102535428,628,1588857964102436594,,-0.0569884538242,-0.249103944948,0.698343202022,0.144678921006,0.00410502763094,0.000600726477242
1588857964108573412,629,1588857964108381039,,-0.0569873458914,-0.249104428585,0.698343119917,0.145598757816,0.00410362015516,0.000615830075986
1588857964111610831,630,1588857964111512600,,-0.0790119896284,-0.249090199015,0.698049806893,0.149228330599,0.00410183425937,0.00227618921798
1588857964116216208,631,1588857964116093117,,-0.0795495384184,-0.249546222997,0.721176472312,0.151858878861,0.00410198964139,0.000587532657437
1588857964120497517,632,1588857964120366676,,-0.0795481452429,-0.249544022801,0.721177387308,0.15277868506,0.00410168108514,0.000603017115147
1588857964123559712,633,1588857964123440630,,-0.0800793730659,-0.24998024414,0.744316455356,0.156286877694,0.0040992572994,0.000663169142929
1588857964126523939,634,1588857964126393909,,-0.0800787123888,-0.249975547444,0.744318103816,0.156286889208,0.00409886622335,0.000662872980835
1588857964132591470,635,1588857964132484686,,-0.0800806679951,-0.249973845701,0.744318464936,0.157239936396,0.00409999822342,-0.00105039414235
1588857964135477778,636,1588857964135383350,,-0.057981025051,-0.249987244785,0.744625174489,0.157271854073,0.00410092615475,-0.00265291145793
1588857964138488188,637,1588857964138387495,,-0.0574883961821,-0.249541652493,0.721482972435,0.156503153449,0.00410086636283,-0.00266519096516
1588857964144506812,638,1588857964144390864,,-0.0579910283081,-0.249975769934,0.744628247775,0.157289553694,0.00410098936395,-0.00351590282657
1588857964147583402,639,1588857964147489257,,-0.0579849699842,-0.249971240109,0.744630240239,0.158214778315,0.00347117512007,-0.00436836182489
1588857964150475977,640,1588857964150380463,,-0.057977392859,-0.249968357449,0.744631797934,0.160044236492,0.00347012599494,-0.00434179276571
1588857964156497072,641,1588857964156402326,,-0.0579746484494,-0.24996628053,0.744632708816,0.160083486187,0.00410004583794,-0.00608386381627
1588857964159480708,642,1588857964159368028,,-0.0584617818561,-0.37620587291,0.747291521352,0.160982323009,0.00346875165601,-0.00520458383761
1588857964162491762,643,1588857964162396648,,-0.0363815375296,-0.376228942818,0.747643774106,0.16099779241,0.00346924864051,-0.00593116204612
1588857964168487068,644,1588857964168401431,,-0.0359337497266,-0.37568151841,0.72462353296,0.162098521469,0.00410070016911,-0.00764831458735
1588857964171907579,645,1588857964171796820,,-0.0363758963318,-0.376225980241,0.747645539414,0.16197424852,0.00347019398528,-0.0085182424558
1588857964177557868,646,1588857964177469342,,-0.0147158267743,-0.376793797457,0.77116739049,0.164591681172,0.0034696402688,-0.00920909707319
1588857964180458899,647,1588857964180337286,,-0.0147126477932,-0.376793289733,0.771167699221,0.164591648568,0.00347048997559,-0.00920935962077
1588857964183617903,648,1588857964183521759,,-0.0147161299196,-0.376792879574,0.771167833183,0.164591689886,0.00347044280033,-0.00920863893209
1588857964189552181,649,1588857964189456856,,-0.0147156405404,-0.37679197927,0.77116828241,0.164611537882,0.00347212509216,-0.0100850689106
1588857964192499864,650,1588857964192415989,,-0.0147144590674,-0.376792675043,0.771167965,0.16461152888,0.00347286285089,-0.010084961826
1588857964198635175,651,1588857964198387793,,-0.0151338708779,-0.377293096739,0.794227732067,0.16538011511,0.00347292694308,-0.0100735769593
1588857964201513194,652,1588857964201415809,,-0.0147160322795,-0.376789518887,0.77116947707,0.166420937575,0.00347273304599,-0.00918142432841
1588857964204566430,653,1588857964204460981,,-0.0147152037951,-0.376785115054,0.771171644555,0.167370083232,0.00347231503876,-0.0109152682939
1588857964207566115,654,1588857964207450774,,-0.0147174694914,-0.376785066415,0.771171625083,0.16739017132,0.0034724490401,-0.0117833438948
1588857964213465469,655,1588857964213377644,,0.00739547315416,-0.376840537611,0.771584868142,0.169264373137,0.00283025420404,-0.013358408901
1588857964216530751,656,1588857964216406228,,0.00740206182184,-0.376839468506,0.77158532711,0.169264262431,0.0028303901934,-0.0133597827683
1588857964222609139,657,1588857964222506999,,0.00740313017605,-0.376839058877,0.771585516921,0.171137019683,0.00347299026996,-0.0150847330381
1588857964225591357,658,1588857964225492150,,0.00740052962279,-0.376837431564,0.771586336639,0.171137086651,0.00347366793748,-0.0150838172114
1588857964228485687,659,1588857964228384307,,0.00740277646309,-0.376833152219,0.771588405074,0.171137035082,0.00347324796776,-0.0150844989992
1588857964231538410,660,1588857964231394032,,0.0291632274447,-0.377404662673,0.795087742399,0.172853479893,0.00347391095124,-0.0166657006886
1588857964237572178,661,1588857964237449836,,0.00702778739302,-0.37733580363,0.794646597123,0.172835573645,0.00347336137698,-0.0159361801817
1588857964240585565,662,1588857964240438286,,0.0288067815723,-0.377883020168,0.818162011209,0.174560453216,0.00282919144663,-0.0175270609529
