%time,field.header.seq,field.header.stamp,field.header.frame_id,field.array.layout.data_offset,field.array.data0,field.array.data1,field.array.data2,field.array.data3,field.array.data4,field.array.data5,field.array.data6
1588857961645626518,18,1588857961645497754,,0,0.0381927403757,-0.0761162300303,-0.14666931914,-0.0555058254637,0.0681409185803,-0.183137167852,-0.0586262770003
1588857961648431957,19,1588857961648349994,,0,0.0381943759153,-0.0761160882697,-0.146671170929,-0.0555045294715,0.0681380351209,-0.183134178606,-0.05862542506
1588857961651340161,20,1588857961651226073,,0,0.0384393393307,-0.0758533529385,-0.147209353511,-0.0555198371162,0.0682641152745,-0.183276542228,-0.0585722387212
1588857961657914715,21,1588857961657797012,,0,0.0381951721284,-0.0761161663936,-0.146669759789,-0.0555046641443,0.0681397338949,-0.183139427717,-0.0586245424338
1588857961660755196,22,1588857961660659884,,0,0.0381931450543,-0.0761164810684,-0.146669605643,-0.0555020931872,0.0681409997002,-0.183133457455,-0.0586260348808
1588857961663696181,23,1588857961663610280,,0,0.0381922492966,-0.076115788375,-0.146669431891,-0.0555052607481,0.0681404369377,-0.183133652168,-0.058626848484
1588857961669787600,24,1588857961669684386,,0,0.0381923920166,-0.0761158287516,-0.146669802419,-0.0555016817794,0.0681385557486,-0.183129242389,-0.0586250590821
1588857961672950578,25,1588857961672889525,,0,0.0384393895393,-0.0758506604893,-0.147208303856,-0.055524242035,0.0682649472047,-0.183284137478,-0.0585699031095
1588857961675703174,26,1588857961675630756,,0,0.0384406464251,-0.0758373470563,-0.147193752887,-0.0555234349431,0.0682737383052,-0.183310534658,-0.0585524205071
1588857961681293242,27,1588857961681215322,,0,0.0384511337643,-0.0764508907118,-0.145318975331,-0.0562572392793,0.0669719946148,-0.182613075428,-0.0593557397396
1588857961684437578,28,1588857961684354302,,0,0.0381864461374,-0.0760316112166,-0.146604706781,-0.055521528022,0.068174316366,-0.183231331026,-0.0585455382779
1588857961687218890,29,1588857961687141724,,0,0.0382898652446,-0.0757392773881,-0.146719525943,-0.0555215317669,0.0682428677907,-0.183329946714,-0.0583786083659
1588857961693722614,30,1588857961693636093,,0,0.0375898175671,-0.0759693525807,-0.145052924065,-0.0553545493461,0.0678041060836,-0.182468520495,-0.0582579355147
1588857961696598227,31,1588857961696514334,,0,0.0372155008074,-0.0751471972369,-0.143869950694,-0.0548970445012,0.0672218838086,-0.180613783708,-0.0577712838359
1588857961702733756,32,1588857961702647157,,0,0.0370564102827,-0.0748199476557,-0.14341272356,-0.0547433272055,0.066948707982,-0.179823926047,-0.0575870946252
1588857961705607197,33,1588857961705516108,,0,0.0365780759333,-0.0739305409823,-0.141584372055,-0.0538981414685,0.0660107972651,-0.177305012967,-0.0568446068186
1588857961708777260,34,1588857961708680766,,0,0.0363479821314,-0.0733893635273,-0.140810661527,-0.0535183738819,0.0655568421598,-0.175967366375,-0.0564830854122
1588857961714776321,35,1588857961714689634,,0,0.0362042095183,-0.0729403849591,-0.140243040536,-0.0532174829362,0.0651383156017,-0.174904475936,-0.0561541589262
1588857961717797675,36,1588857961717713951,,0,0.0358645692521,-0.0727748695438,-0.139166327578,-0.0528676269519,0.0646393946021,-0.173866835227,-0.0558350782653
1588857961720765148,37,1588857961720670656,,0,0.0359795874485,-0.0719591764813,-0.139029243023,-0.0525015764091,0.0643664773757,-0.172983664385,-0.0553215634976
1588857961726753104,38,1588857961726651523,,0,0.0360050825246,-0.0716511367834,-0.138941865792,-0.0522988883609,0.0642094183809,-0.172623000915,-0.0550329150271
1588857961729797346,39,1588857961729701633,,0,0.0368619580311,-0.0713213438852,-0.141109123118,-0.0524767185636,0.0648991902421,-0.173972716827,-0.0550376276121
1588857961732772625,40,1588857961732667397,,0,0.0368194592414,-0.0708527880274,-0.140760387039,-0.0521283922958,0.064680601477,-0.173303095825,-0.0546251452821
1588857961735864180,41,1588857961735773095,,0,0.0363809135982,-0.0707228947825,-0.142189293139,-0.0512427568621,0.0661777147306,-0.17440858267,-0.0536771893516
1588857961741662380,42,1588857961741556275,,0,0.0377598619005,-0.0710525119917,-0.14353378724,-0.0526365058859,0.0657225495694,-0.175895075041,-0.0548143044675
1588857961744703357,43,1588857961744527499,,0,0.0377198569276,-0.0705826730027,-0.143151183155,-0.0523725768467,0.065450382807,-0.175299170725,-0.0543861396037
1588857961750627441,44,1588857961750550962,,0,0.0376608976918,-0.0701426443093,-0.142752636114,-0.0521124511723,0.0651650907932,-0.174672975066,-0.053979178911
1588857961753730518,45,1588857961753620757,,0,0.0375876653645,-0.0715566993649,-0.143433021251,-0.0527254181746,0.0656645287733,-0.176609393529,-0.0546458533774
1588857961756449197,46,1588857961756370047,,0,0.0374838898032,-0.0710949374299,-0.143061581358,-0.0525468692302,0.0653905480669,-0.175934667027,-0.0542924804111
1588857961762569165,47,1588857961762480323,,0,0.0384139346349,-0.0707650110981,-0.142794429244,-0.053513101108,0.0641385676436,-0.175448216178,-0.0549897207194
