%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
1589285620552767153,6325,1589285620552687800,,-0.102931218671,-0.630420779233,0.684402068335,0.108163229853,0.00595939859786,0.0031369839424
1589285620555848982,6326,1589285620555704296,,-0.103181387309,-0.75947151199,0.664719811152,0.105547814881,0.0059549808589,0.00392733902765
1589285620558879377,6327,1589285620558797788,,-0.126388992858,-0.889896925458,0.66718993717,0.103699412826,0.0065603267164,0.00543513946615
1589285620562679867,6328,1589285620562591937,,-0.126366721785,-0.889897371258,0.667193561097,0.102780086267,0.00655812434872,0.00541351385691
1589285620567862071,6329,1589285620567755577,,-0.126345130935,-0.889896382512,0.667198968822,0.102780435187,0.00655682247849,0.00540846391848
1589285620570900993,6330,1589285620570816967,,-0.1267907776,-0.890380943479,0.689969231225,0.103517334412,0.00656048246026,0.00793987916927
1589285620576755344,6331,1589285620576646745,,-0.126793485107,-0.890379501439,0.689970594579,0.104447686444,0.0065626994056,0.007120187813
1589285620579754445,6332,1589285620579603198,,-0.104938500878,-1.02127916729,0.692798223436,0.104451423555,0.00718286731829,0.00725099799248
1589285620582719203,6333,1589285620582636651,,-0.149199038412,-0.890418139895,0.689626559732,0.105327271929,0.00656461642535,0.00953362920927
1589285620585817002,6334,1589285620585743337,,-0.127071530021,-1.02085190174,0.6696818471,0.10547867233,0.00718569483195,0.00967327933626
1589285620591830707,6335,1589285620591739291,,-0.127061881065,-1.02085467651,0.669679448091,0.105478789031,0.00718576566004,0.0096719541041
1589285620595476868,6336,1589285620595171313,,-0.1275241493,-1.02127105962,0.692459093749,0.104427928326,0.00780282850175,0.00964636533
1589285620601084284,6337,1589285620600923210,,-0.127529910784,-1.02126811974,0.692462368536,0.104428077559,0.00780176303366,0.00964561154709
1589285620607009024,6338,1589285620606925091,,-0.172153452813,-1.02091312642,0.668981900604,0.0999702107076,0.0077815705077,0.0117822548699
1589285620609887814,6339,1589285620609798514,,-0.172153064074,-1.02090429452,0.668995478548,0.0999704166524,0.00778092996118,0.0117809304217
1589285620612856757,6340,1589285620612766454,,-0.172145363391,-1.02090559992,0.668995468051,0.0990618040002,0.00838659212551,0.0125938145517
1589285620616398780,6341,1589285620616234765,,-0.149561456562,-1.02085856612,0.669354424524,0.0981427879708,0.00838063554118,0.0127084939256
1589285620619273365,6342,1589285620619122069,,-0.172143945757,-1.02089706932,0.669008850577,0.0981318030896,0.00777172893438,0.0134111826301
1589285620624955158,6343,1589285620624852236,,-0.195563947871,-1.15230590608,0.670765890901,0.0981337686127,0.00838132358996,0.0141154662602
1589285620628027544,6344,1589285620627808079,,-0.149880958113,-1.15186521677,0.648829936929,0.0964648760165,0.00898829956395,0.0143318926641
1589285620630989076,6345,1589285620630889758,,-0.149891185648,-1.15185744513,0.648841371089,0.0973683079176,0.00899385541006,0.0152047723051
1589285620634017553,6346,1589285620633906727,,-0.150615690162,-1.28359030666,0.650680277804,0.0955405053101,0.00836432858483,0.0143023560182
1589285620640049984,6347,1589285620639956252,,-0.195589340309,-1.15229391957,0.670779078507,0.0972153944123,0.00837504143523,0.0166071681129
1589285620642988623,6348,1589285620642865263,,-0.19558090509,-1.15229202018,0.670784800865,0.0972154449158,0.00837552633321,0.0166066279231
1589285620649206912,6349,1589285620649120065,,-0.195570862837,-1.15228932594,0.670792357002,0.0981204136031,0.00838097812129,0.0174715218295
1589285620652025878,6350,1589285620651895119,,-0.195581908099,-1.15228655075,0.670793903871,0.0981205248646,0.00837997788889,0.0174713767582
1589285620655134699,6351,1589285620654855411,,-0.195560265499,-1.15229988623,0.67077730585,0.0981206391051,0.00838083886471,0.0174703221627
1589285620657947176,6352,1589285620657852299,,-0.173761733811,-1.2839420488,0.672973112604,0.0990432076392,0.00838488009188,0.0159568251604
1589285620664053651,6353,1589285620663958287,,-0.173766256573,-1.28393478518,0.672985802657,0.0972154236507,0.00837583398129,0.0167387327777
1589285620667032599,6354,1589285620666907158,,-0.173751226537,-1.28394557637,0.672969095344,0.0972153288269,0.00837674605098,0.0167388270841
1589285620672957476,6355,1589285620672877538,,-0.173741689239,-1.28395584253,0.672951970761,0.0972155671905,0.00837648781608,0.0167375719015
1589285620675998190,6356,1589285620675893815,,-0.172969548001,-1.15227197476,0.671117789048,0.0953985181958,0.00898313226866,0.0166808885253
1589285620678964179,6357,1589285620678886423,,-0.173733293034,-1.28394324592,0.67297817144,0.0954010347167,0.00898320867017,0.0158440765115
1589285620684961596,6358,1589285620684878086,,-0.17373065426,-1.2839494328,0.672967048887,0.0954011445582,0.00898294193953,0.0158435663483
1589285620687939995,6359,1589285620687850036,,-0.150270857449,-1.15225788084,0.671464966363,0.0944765750984,0.0083613586042,0.0159438997867
1589285620690942904,6360,1589285620690849921,,-0.150286264147,-1.15225420425,0.67146782738,0.094476497936,0.00836065358122,0.0159447267107
1589285620696974639,6361,1589285620696894653,,-0.17373858418,-1.28396427902,0.672936675826,0.0962989237575,0.00837027304234,0.0167065487352
1589285620699948100,6362,1589285620699855596,,-0.173736345569,-1.28396411201,0.672937572441,0.096299008782,0.00837020356843,0.016706093443
1589285620703006510,6363,1589285620702923925,,-0.173730055719,-1.28396132847,0.672944507237,0.0962991737651,0.00837025057108,0.016705118851
1589285620708991911,6364,1589285620708912241,,-0.173735233687,-1.28396896915,0.672928592012,0.0962992498639,0.00836954928468,0.0167050315388
1589285620712064502,6365,1589285620711973822,,-0.173747526316,-1.28396247653,0.672937806241,0.0962993817539,0.00836861777944,0.0167047379076
1589285620714927743,6366,1589285620714834519,,-0.196384120371,-1.28399496024,0.672561229593,0.0972267933811,0.00899071122628,0.0157541768534
1589285620720921214,6367,1589285620720814545,,-0.197178621553,-1.41589540887,0.67415086258,0.0972237863097,0.00899029122195,0.0166012049455
1589285620723872193,6368,1589285620723809135,,-0.128595959573,-1.41557154508,0.652612999786,0.0982958533255,0.00899469158786,0.0136746324394
1589285620726928658,6369,1589285620726846523,,-0.151279652035,-1.41556921338,0.652232681263,0.0973740233412,0.00898945959191,0.0143510878771
1589285620732889003,6370,1589285620732814858,,-0.12886077472,-1.28425738044,0.696496550539,0.097088090534,0.00836922752256,0.0128032420849
1589285620735927858,6371,1589285620735825015,,-0.151065396946,-1.28392757657,0.673334387123,0.0972364913558,0.00836899332201,0.0126737062011
1589285620738942047,6372,1589285620738868095,,-0.174701336037,-1.28460161956,0.71845963941,0.097857279455,0.00837192799676,0.0125508132613
1589285620744976206,6373,1589285620744885528,,-0.174714790983,-1.28459986062,0.718459512532,0.0978574422978,0.00837065563921,0.0125503922381
1589285620748102492,6374,1589285620747996732,,-0.174245317746,-1.28426823497,0.695759932813,0.0980080581136,0.00776346884325,0.0117166828204
1589285620750949445,6375,1589285620750879623,,-0.174253329637,-1.28426653921,0.6957610564,0.0980080216578,0.00776315921424,0.0117171929115
1589285620757115561,6376,1589285620757018711,,-0.151524370893,-1.28424969276,0.696136787824,0.0989385096613,0.00776727217908,0.00936346835908
1589285620759901022,6377,1589285620759817003,,-0.151517713928,-1.28424463402,0.696147569163,0.0989384335948,0.00776800800809,0.00936366168811
1589285620762905142,6378,1589285620762820451,,-0.151742990367,-1.41583507231,0.674972869498,0.098167340247,0.00776391502253,0.00934425918601
1589285620769080479,6379,1589285620768993082,,-0.129477031871,-1.41613660728,0.698155313749,0.0962190688701,0.00775481955726,0.00775143254604
1589285620771961668,6380,1589285620771863612,,-0.129468827584,-1.41613977109,0.698150417746,0.0962189625543,0.00775560552272,0.00775196588286
1589285620774976386,6381,1589285620774883450,,-0.129046141008,-1.41584553745,0.675340564317,0.0954578787236,0.00775039856081,0.00689985788811
1589285620781077834,6382,1589285620780961591,,-0.12903206288,-1.41584393784,0.675346607789,0.0936419147694,0.00774136838914,0.00519434004356
1589285620786993435,6383,1589285620786880584,,-0.12902188256,-1.41584907895,0.675337774516,0.0936417867775,0.00774237663058,0.00519514465058
1589285620790009638,6384,1589285620789913055,,-0.105098941522,-1.15222719896,0.67221873677,0.09278578493,0.00650928823547,0.00114216983989
1589285620792988989,6385,1589285620792873083,,-0.105093619204,-1.15222984041,0.672215041249,0.0927857218574,0.00651007548479,0.00114280660481
1589285620795993518,6386,1589285620795888457,,-0.104657783559,-1.15185653436,0.649554646956,0.0929427301209,0.00651051824522,0.000313991025024
1589285620804838711,6387,1589285620804779120,,-0.0827113694744,-1.41530125923,0.630737886406,0.0922121760608,0.00712149768563,-0.00122648922843
1589285620807933903,6388,1589285620807819204,,-0.059910134699,-1.28363350897,0.652211577339,0.0921188429542,0.0065092664748,-0.00359845466433
1589285620813933258,6389,1589285620813826654,,-0.0821839433375,-1.28329075542,0.6291413159,0.0913279190946,0.00590120894854,-0.00290898399063
1589285620817239314,6390,1589285620817124981,,-0.0142673151547,-1.28339521251,0.630338099777,0.0914075166421,0.00650832764688,-0.00583063437944
1589285620820313343,6391,1589285620820190264,,-0.0142640984645,-1.28339089697,0.630346959119,0.0914075041277,0.00650858115038,-0.0058305475946
1589285620826075006,6392,1589285620825955793,,-0.0146819636358,-1.28371275846,0.653018658417,0.0913031744474,0.00650915485665,-0.00750123086198
1589285620829152650,6393,1589285620829080092,,-0.0821885677753,-1.28328420471,0.629154073438,0.0886601580493,0.0052801014412,-0.00626248187259
1589285620832028713,6394,1589285620831956620,,-0.05991908121,-1.28362397708,0.652229515101,0.0903724371346,0.00589917700918,-0.00694556409558
1589285620837937358,6395,1589285620837852963,,-0.0599064156531,-1.28362953501,0.652219740128,0.0903723456079,0.00589973687159,-0.00694627942175
1589285620841020697,6396,1589285620840946026,,-0.0603171959894,-1.28396352731,0.674889216673,0.0902213866732,0.00589984060785,-0.00694770131654
1589285620846926928,6397,1589285620846812456,,-0.059906185411,-1.28363739806,0.652204285835,0.090372340958,0.00589979523815,-0.0069462903455
1589285620849874935,6398,1589285620849800090,,-0.0599040530929,-1.28364304297,0.652193371522,0.0903723390517,0.00590009557691,-0.00694606004442
1589285620852970081,6399,1589285620852897449,,-0.037293615667,-1.28367367822,0.652600673754,0.0913010829606,0.00590446361042,-0.00763521246563
1589285620855897460,6400,1589285620855809695,,-0.0146914912155,-1.28372020733,0.653003800823,0.0913275384884,0.00650932142679,-0.00833204897641
1589285620862601392,6401,1589285620862506721,,-0.0377092601915,-1.28400125633,0.675282729488,0.0911846835576,0.00590491358763,-0.00846654627741
1589285620867892717,6402,1589285620867795919,,-0.0377057890733,-1.28400461514,0.675276536758,0.091184663651,0.00590516583664,-0.00846658473887
1589285620873982056,6403,1589285620873883979,,-0.0377079912263,-1.28400303454,0.675279419202,0.0921129334836,0.00529609424989,-0.00929033040612
1589285620877015405,6404,1589285620876912072,,-0.0377183348182,-1.28400222024,0.675280389871,0.0921391481939,0.00529620898988,-0.010131119938
1589285620879918416,6405,1589285620879803031,,-0.0377149065036,-1.28400221734,0.675280586873,0.0921391257789,0.0052963992047,-0.0101312243548
1589285620883034053,6406,1589285620882875150,,-0.0377032981873,-1.28400717863,0.675271801462,0.0921390536765,0.00529714276572,-0.010131491345
1589285620885990782,6407,1589285620885897279,,-0.0381216489622,-1.28434187628,0.698061157463,0.092909849104,0.00529984163809,-0.0101268818941
1589285620888863705,6408,1589285620888805659,,-0.0150825196169,-1.2840585081,0.675666280625,0.0931344914032,0.00530374960541,-0.0124905020798
1589285620891942290,6409,1589285620891854545,,-0.0150884811267,-1.28405809014,0.675666941827,0.0931345983323,0.00530372539164,-0.0124897150269
1589285620897913761,6410,1589285620897833943,,-0.0149910274146,-1.41571157338,0.65460651226,0.0905662630231,0.00468336147468,-0.0133295198904
1589285620900951594,6411,1589285620900813509,,-0.0149970015056,-1.41570736283,0.654615481455,0.090566370452,0.00468322259472,-0.013328838751
1589285620907167754,6412,1589285620907025524,,-0.0150103811623,-1.41570990251,0.65460968232,0.0905968201812,0.00468390178453,-0.0141688494248
1589285620910068670,6413,1589285620909885335,,0.00792296513971,-1.28378607827,0.6533965849,0.0906590303679,0.00529984021973,-0.0156996300712
1589285620912984356,6414,1589285620912876037,,0.00807129658173,-1.41548768946,0.632314221181,0.0898877657357,0.00468430930876,-0.0156995700696
1589285620919251193,6415,1589285620919168381,,-0.0142625934058,-1.28341078214,0.630306505209,0.0898928139048,0.00468488290001,-0.015833662788
1589285620924963870,6416,1589285620924811836,,0.00765246685877,-1.41577006284,0.655012059813,0.0906964267555,0.00591436092215,-0.016533870002
1589285620930934943,6417,1589285620930804014,,-0.0150187247971,-1.41571411128,0.654600388644,0.0906638662863,0.00529878567688,-0.0158353520272
1589285620933942730,6418,1589285620933860317,,-0.0149378579507,-1.54760842636,0.633294466072,0.0907994085076,0.00468495650494,-0.0158351469715
1589285620940050833,6419,1589285620939908923,,-0.0153462304647,-1.5478539868,0.65602571729,0.0915706334118,0.00530162477972,-0.0158349939836
1589285620942948531,6420,1589285620942866387,,-0.0146101713908,-1.41542016629,0.63192852731,0.091716229902,0.00468798158419,-0.0158344400337
1589285620945923482,6421,1589285620945735474,,0.00805750530655,-1.41547391438,0.632345232799,0.0908264710164,0.00468671884621,-0.0165333222653
1589285620948812060,6422,1589285620948724521,,0.00846699393841,-1.41519687727,0.609658120341,0.0900605148575,0.00468459699312,-0.016532916621
