%time,field.data
1589285289238169911,-0.2
1589285289238249294,-0.199999994531
1589285289245058185,-0.199999956396
1589285289251746239,-0.199999853329
1589285289258418733,-0.1999996535
1589285289265022773,-0.199999325509
1589285289271703259,-0.199998838392
1589285289278392084,-0.199998161611
1589285289285084731,-0.199997265055
1589285289291694229,-0.19999611904
1589285289298405705,-0.199994694305
1589285289305025842,-0.199992962009
1589285289311683788,-0.199990893732
1589285289318398979,-0.199988461472
1589285289325124119,-0.199985637639
1589285289331703303,-0.199982395062
1589285289338376168,-0.199978706976
1589285289345101823,-0.199974547031
1589285289351667661,-0.19996988928
1589285289358345410,-0.199964708185
1589285289365088952,-0.199958978611
1589285289371694820,-0.199952675824
1589285289378370926,-0.199945775491
1589285289385068959,-0.199938253677
1589285289391648371,-0.199930086842
1589285289398342517,-0.199921251842
1589285289405034397,-0.199911725922
1589285289411655812,-0.19990148672
1589285289418305570,-0.199890512261
1589285289425053362,-0.199878780958
1589285289431627478,-0.199866271605
1589285289438299227,-0.199852963381
1589285289444979876,-0.199838835845
1589285289451639933,-0.199823868934
1589285289458308182,-0.199808042962
1589285289464909735,-0.199791338617
1589285289471655551,-0.19977373696
1589285289478352610,-0.199755219423
1589285289484970335,-0.199735767805
1589285289491659718,-0.199715364275
1589285289498376998,-0.199693991363
1589285289504977319,-0.199671631965
1589285289511654775,-0.199648269337
1589285289518325500,-0.199623887093
1589285289525009447,-0.199598469205
1589285289531662786,-0.199572
1589285289538369684,-0.199544464157
1589285289544994970,-0.199515846708
1589285289551779378,-0.199486133033
1589285289558406969,-0.199455308859
1589285289564960636,-0.19942336026
1589285289571636854,-0.199390273651
1589285289578354791,-0.199356035791
1589285289585028912,-0.199320633775
1589285289591692505,-0.19928405504
1589285289598370344,-0.199246287355
1589285289605037440,-0.199207318823
1589285289611679472,-0.19916713788
1589285289618289919,-0.199125733292
1589285289624988555,-0.199083094152
1589285289631607349,-0.199039209877
1589285289638357091,-0.19899407021
1589285289644968486,-0.198947665216
1589285289651693699,-0.19889998528
1589285289658295064,-0.198851021103
1589285289664955564,-0.198800763705
1589285289671684619,-0.198749204417
1589285289678416406,-0.198696334884
1589285289685024158,-0.198642147062
1589285289691698495,-0.198586633213
1589285289698393416,-0.198529785907
1589285289705026999,-0.198471598017
1589285289711762627,-0.19841206272
1589285289718350942,-0.198351173492
1589285289724962977,-0.198288924109
1589285289731733527,-0.198225308642
1589285289738348977,-0.198160321457
