%time,field.data
1589284722575838140,-0.2
1589284722575903302,-0.199999994531
1589284722582739767,-0.199999956396
1589284722589408941,-0.199999853329
1589284722596063324,-0.1999996535
1589284722602716561,-0.199999325509
1589284722609361688,-0.199998838392
1589284722616059930,-0.199998161611
1589284722622700890,-0.199997265055
1589284722629389612,-0.19999611904
1589284722636046655,-0.199994694305
1589284722642660132,-0.199992962009
1589284722649352348,-0.199990893732
1589284722656075540,-0.199988461472
1589284722662750660,-0.199985637639
1589284722669379287,-0.199982395062
1589284722676049593,-0.199978706976
1589284722682698570,-0.199974547031
1589284722689371018,-0.19996988928
1589284722696118190,-0.199964708185
1589284722702672564,-0.199958978611
1589284722709387672,-0.199952675824
1589284722716082591,-0.199945775491
1589284722722710375,-0.199938253677
1589284722729358626,-0.199930086842
1589284722736067173,-0.199921251842
1589284722742661361,-0.199911725922
1589284722749322622,-0.19990148672
1589284722756019275,-0.199890512261
1589284722762694499,-0.199878780958
1589284722769333851,-0.199866271605
1589284722775987719,-0.199852963381
1589284722782718011,-0.199838835845
1589284722789414446,-0.199823868934
1589284722795973789,-0.199808042962
1589284722802680418,-0.199791338617
1589284722809308653,-0.19977373696
1589284722816023413,-0.199755219423
1589284722822654760,-0.199735767805
1589284722829316728,-0.199715364275
1589284722835955267,-0.199693991363
1589284722842637478,-0.199671631965
1589284722849425311,-0.199648269337
1589284722855996826,-0.199623887093
1589284722862621221,-0.199598469205
1589284722869305020,-0.199572
1589284722875986021,-0.199544464157
1589284722882718079,-0.199515846708
1589284722889368174,-0.199486133033
1589284722896036199,-0.199455308859
1589284722902691559,-0.19942336026
1589284722909334132,-0.199390273651
1589284722916004000,-0.199356035791
1589284722922712154,-0.199320633775
1589284722929332044,-0.19928405504
1589284722936032576,-0.199246287355
1589284722942658910,-0.199207318823
1589284722949338973,-0.19916713788
1589284722956054525,-0.199125733292
1589284722962695718,-0.199083094152
1589284722969332236,-0.199039209877
1589284722976095031,-0.19899407021
1589284722982673347,-0.198947665216
1589284722989390517,-0.19889998528
1589284722996017160,-0.198851021103
1589284723002677441,-0.198800763705
1589284723009346802,-0.198749204417
1589284723016022087,-0.198696334884
1589284723022706259,-0.198642147062
1589284723029399974,-0.198586633213
1589284723035927749,-0.198529785907
1589284723042621114,-0.198471598017
1589284723049305612,-0.19841206272
1589284723056023976,-0.198351173492
1589284723062614107,-0.198288924109
1589284723069288842,-0.198225308642
1589284723075995930,-0.198160321457
1589284723082647827,-0.198093957213
1589284723089283262,-0.19802621086
1589284723095998784,-0.197957077636
1589284723102684460,-0.197886553066
1589284723109399333,-0.19781463296
1589284723116012970,-0.197741313411
1589284723122683536,-0.197666590792
1589284723129320364,-0.197590461756
1589284723136064278,-0.197512923233
1589284723142723700,-0.197433972428
1589284723149351696,-0.197353606819
1589284723155955243,-0.197271824154
1589284723162642469,-0.197188622453
1589284723169290503,-0.197104
1589284723175975978,-0.197017955347
1589284723182719085,-0.196930487308
1589284723189333469,-0.196841594959
1589284723196038878,-0.196751277635
1589284723202715768,-0.196659534929
1589284723209400424,-0.196566366688
1589284723216040527,-0.196471773016
1589284723222723216,-0.196375754266
1589284723229351899,-0.19627831104
1589284723236081455,-0.19617944419
1589284723242713749,-0.196079154814
1589284723249405930,-0.195977444251
1589284723256075580,-0.195874314084
1589284723262729361,-0.195769766137
1589284723269385104,-0.195663802469
1589284723276066271,-0.195556425378
1589284723282724268,-0.195447637394
1589284723289439949,-0.19533744128
1589284723296059182,-0.19522584003
1589284723302716471,-0.195112836864
1589284723309414625,-0.194998435232
1589284723316008200,-0.194882638804
1589284723322725235,-0.194765451475
1589284723329417253,-0.194646877361
1589284723336028110,-0.194526920795
1589284723342727290,-0.194405586326
1589284723349319904,-0.19428287872
1589284723356062784,-0.194158802954
1589284723362710471,-0.194033364215
1589284723369413159,-0.193906567901
1589284723376077651,-0.193778419615
1589284723382680516,-0.193648925166
1589284723389446579,-0.193518090564
1589284723396033108,-0.193385922022
1589284723402717918,-0.193252425951
1589284723409377320,-0.19311760896
1589284723416040833,-0.192981477851
1589284723422740780,-0.192844039622
1589284723429320529,-0.19270530146
1589284723436076334,-0.192565270741
1589284723442733078,-0.192423955031
1589284723449381762,-0.192281362078
1589284723456025930,-0.192137499816
1589284723462734874,-0.191992376358
1589284723469415989,-0.191846
1589284723476025776,-0.191698379212
